time,total_nodes,depth,lp_iterations,dual_bound,primal_bound
17.57,1126,21,100505,1108.463335623328,1160.0
17.57,1127,21,100506,1108.463335623328,1160.0
17.57,1128,19,100507,1108.463335623328,1160.0
17.57,1129,20,100590,1108.463335623328,1160.0
17.57,1130,20,100602,1108.463335623328,1160.0
17.57,1131,6,100603,1108.463335623328,1160.0
17.58,1132,7,100633,1110.4317668727963,1160.0
17.58,1133,8,100661,1110.4317668727963,1160.0
17.58,1134,9,100745,1110.4317668727963,1160.0
17.58,1135,18,100748,1110.4317668727963,1160.0
17.59,1136,15,100763,1110.4317668727963,1160.0
17.59,1137,16,100791,1110.4317668727963,1160.0
17.6,1138,17,100821,1110.4317668727963,1160.0
17.6,1139,17,100830,1110.4317668727963,1160.0
17.6,1140,18,100837,1110.4317668727963,1160.0
17.6,1141,18,100843,1110.4317668727963,1160.0
17.6,1142,19,100877,1110.4317668727963,1160.0
17.6,1143,20,100926,1110.4317668727963,1160.0
17.61,1144,21,100949,1110.4317668727963,1160.0
17.61,1145,22,100955,1110.4317668727963,1160.0
17.61,1146,22,100956,1110.4317668727963,1160.0
17.61,1147,19,100958,1110.4317668727963,1160.0
17.61,1148,21,100970,1110.4317668727963,1160.0
17.61,1149,14,100977,1110.4317668727963,1160.0
17.62,1150,15,101030,1110.4317668727963,1160.0
17.62,1151,15,101036,1110.4317668727963,1160.0
17.62,1152,16,101086,1110.4317668727963,1160.0
17.62,1153,16,101091,1110.4317668727963,1160.0
17.62,1154,9,101098,1110.4317668727963,1160.0
17.63,1155,10,101166,1110.4317668727963,1160.0
17.63,1156,10,101171,1110.4317668727963,1160.0
17.67,1157,17,101261,1110.4317668727963,1160.0
17.68,1158,11,101313,1110.4317668727963,1160.0
17.69,1159,12,101344,1110.4317668727963,1160.0
17.69,1160,12,101358,1110.4317668727963,1160.0
17.69,1161,13,101364,1110.4317668727963,1160.0
17.69,1162,14,101365,1110.4317668727963,1160.0
17.69,1163,14,101386,1110.4317668727963,1160.0
17.7,1164,15,101400,1110.4317668727963,1160.0
17.7,1165,15,101406,1110.4317668727963,1160.0
17.7,1166,16,101411,1110.4317668727963,1160.0
17.7,1167,17,101476,1110.4317668727963,1160.0
17.7,1168,17,101480,1110.4317668727963,1160.0
17.7,1169,18,101519,1110.4317668727963,1160.0
17.7,1170,18,101524,1110.4317668727963,1160.0
17.7,1171,19,101529,1110.4317668727963,1160.0
17.7,1172,19,101530,1110.4317668727963,1160.0
17.7,1173,9,101531,1110.4317668727963,1160.0
17.71,1174,10,101615,1110.4317668727963,1160.0
17.71,1175,10,101633,1110.4317668727963,1160.0
17.8,1176,11,101774,1110.4317668727963,1160.0
17.81,1177,11,101780,1110.4317668727963,1160.0
17.81,1178,12,101807,1110.4317668727963,1160.0
17.81,1179,12,101811,1110.4317668727963,1160.0
17.81,1180,7,101834,1110.4317668727963,1160.0
17.82,1181,8,101887,1110.4317668727963,1160.0
17.82,1182,8,101890,1110.4317668727963,1160.0
17.82,1183,17,101894,1110.4317668727963,1160.0
17.82,1184,9,101906,1110.4317668727963,1160.0
17.84,1185,10,101952,1110.4317668727963,1160.0
17.84,1186,10,101963,1110.4317668727963,1160.0
17.87,1187,17,102000,1110.4317668727963,1160.0
17.88,1188,9,102003,1110.4317668727963,1160.0
17.89,1189,10,102062,1110.4317668727963,1160.0
17.89,1190,10,102071,1110.4317668727963,1160.0
17.93,1191,6,102150,1110.4317668727963,1160.0
17.94,1192,7,102266,1110.5001735727424,1160.0
17.95,1193,8,102369,1110.5001735727424,1160.0
17.95,1194,9,102445,1110.5001735727424,1160.0
17.95,1195,16,102448,1110.5001735727424,1160.0
17.96,1196,17,102488,1110.5001735727424,1160.0
17.96,1197,17,102495,1110.5001735727424,1160.0
17.96,1198,18,102502,1110.5001735727424,1160.0
17.96,1199,18,102519,1110.5001735727424,1160.0
17.97,1200,19,102535,1110.5001735727424,1160.0
17.97,1201,20,102560,1110.5001735727424,1160.0
17.97,1202,20,102565,1110.5001735727424,1160.0
17.97,1203,19,102570,1110.5001735727424,1160.0
17.97,1204,13,102594,1110.5001735727424,1160.0
17.98,1205,14,102657,1110.5001735727424,1160.0
17.98,1206,14,102662,1110.5001735727424,1160.0
17.99,1207,15,102681,1110.5001735727424,1160.0
17.99,1208,15,102701,1110.5001735727424,1160.0
17.99,1209,16,102723,1110.5001735727424,1160.0
17.99,1210,9,102755,1110.5001735727424,1160.0
18.0,1211,10,102848,1110.5001735727424,1160.0
18.07,1212,11,103066,1110.5001735727424,1160.0
18.07,1213,11,103070,1110.5001735727424,1160.0
18.07,1214,12,103085,1110.5001735727424,1160.0
18.07,1215,9,103088,1110.5001735727424,1160.0
18.08,1216,10,103201,1110.5001735727424,1160.0
18.08,1217,10,103203,1110.5001735727424,1160.0
18.09,1218,15,103214,1110.5001735727424,1160.0
18.11,1219,16,103312,1110.5001735727424,1160.0
18.11,1220,16,103318,1110.5001735727424,1160.0
18.11,1221,17,103355,1110.5001735727424,1160.0
18.11,1222,17,103357,1110.5001735727424,1160.0
18.12,1223,10,103359,1110.5001735727424,1160.0
18.27,1224,11,103772,1110.5001735727424,1160.0
18.28,1225,11,103782,1110.5001735727424,1160.0
18.28,1226,12,103814,1110.5001735727424,1160.0
18.28,1227,12,103823,1110.5001735727424,1160.0
18.29,1228,13,103836,1110.5001735727424,1160.0
18.29,1229,8,103872,1110.5001735727424,1160.0
18.3,1230,9,104045,1110.5001735727424,1160.0
18.3,1231,9,104061,1110.5001735727424,1160.0
18.31,1232,10,104126,1110.5001735727424,1160.0
18.31,1233,10,104132,1110.5001735727424,1160.0
18.32,1234,10,104189,1110.5001735727424,1160.0
18.46,1235,11,104568,1110.5001735727424,1160.0
18.46,1236,12,104682,1110.5001735727424,1160.0
18.46,1237,12,104702,1110.5001735727424,1160.0
18.47,1238,13,104784,1110.5001735727424,1160.0
18.47,1239,12,104821,1110.5001735727424,1160.0
18.48,1240,13,104886,1110.5001735727424,1160.0
18.48,1241,13,104891,1110.5001735727424,1160.0
18.48,1242,17,104904,1110.5001735727424,1160.0
18.5,1243,18,104937,1110.5001735727424,1160.0
18.5,1244,18,104942,1110.5001735727424,1160.0
18.5,1245,7,104958,1110.5001735727424,1160.0
18.5,1246,9,104978,1110.5001735727424,1160.0
18.51,1247,10,105048,1110.5001735727424,1160.0
18.51,1248,10,105062,1110.5001735727424,1160.0
18.6,1249,11,105254,1110.5001735727424,1160.0
18.61,1250,11,105260,1110.5001735727424,1160.0
18.61,1251,12,105272,1110.5001735727424,1160.0
18.61,1252,9,105276,1110.5001735727424,1160.0
18.62,1253,10,105352,1110.5001735727424,1160.0
18.78,1254,11,105474,1110.5001735727424,1160.0
18.79,1255,12,105489,1110.5001735727424,1160.0
18.79,1256,12,105491,1110.5001735727424,1160.0
18.79,1257,13,105497,1110.5001735727424,1160.0
18.79,1258,13,105499,1110.5001735727424,1160.0
18.79,1259,14,105518,1110.5001735727424,1160.0
18.79,1260,14,105520,1110.5001735727424,1160.0
18.79,1261,10,105524,1110.5001735727424,1160.0
18.91,1262,11,105974,1111.1572407515437,1160.0
18.91,1263,11,106027,1111.1572407515437,1160.0
18.91,1264,12,106056,1111.1572407515437,1160.0
18.91,1265,13,106093,1111.1572407515437,1160.0
18.91,1266,11,106101,1111.1572407515437,1160.0
18.92,1267,13,106109,1111.1572407515437,1160.0
18.95,1268,14,106334,1111.1572407515437,1160.0
18.95,1269,14,106360,1111.1572407515437,1160.0
18.95,1270,15,106399,1111.1572407515437,1160.0
18.95,1271,15,106402,1111.1572407515437,1160.0
18.95,1272,14,106405,1111.1572407515437,1160.0
18.96,1273,15,106419,1111.1572407515437,1160.0
18.96,1274,15,106420,1111.1572407515437,1160.0
18.96,1275,16,106425,1111.1572407515437,1160.0
18.96,1276,17,106427,1111.1572407515437,1160.0
18.96,1277,17,106439,1111.1572407515437,1160.0
18.97,1278,8,106445,1111.1572407515437,1160.0
18.97,1279,7,106458,1111.1572407515437,1160.0
18.98,1280,8,106537,1111.1572407515437,1160.0
18.98,1281,8,106557,1111.1572407515437,1160.0
18.98,1282,9,106572,1111.1572407515437,1160.0
18.98,1283,9,106589,1111.1572407515437,1160.0
18.98,1284,8,106633,1111.1572407515437,1160.0
18.99,1285,9,106675,1111.1572407515437,1160.0
18.99,1286,9,106710,1111.1572407515437,1160.0
18.99,1287,13,106762,1111.1572407515437,1160.0
19.0,1288,14,106798,1111.1572407515437,1160.0
19.0,1289,15,106829,1111.1572407515437,1160.0
19.0,1290,16,106853,1111.1572407515437,1160.0
19.0,1291,16,106861,1111.1572407515437,1160.0
19.01,1292,17,106912,1111.1572407515437,1160.0
19.01,1293,18,106985,1111.1572407515437,1160.0
19.01,1294,18,106987,1111.1572407515437,1160.0
19.01,1295,15,106990,1111.1572407515437,1160.0
19.01,1296,16,107041,1111.1572407515437,1160.0
19.01,1297,16,107043,1111.1572407515437,1160.0
19.01,1298,14,107047,1111.1572407515437,1160.0
19.02,1299,15,107129,1111.1572407515437,1160.0
19.02,1300,16,107133,1111.1572407515437,1160.0
19.02,1301,17,107138,1111.1572407515437,1160.0
19.02,1302,17,107168,1111.1572407515437,1160.0
19.02,1303,16,107180,1111.1572407515437,1160.0
19.02,1304,17,107186,1111.1572407515437,1160.0
19.02,1305,18,107202,1111.1572407515437,1160.0
19.02,1306,18,107203,1111.1572407515437,1160.0
19.03,1307,19,107211,1111.1572407515437,1160.0
19.03,1308,19,107212,1111.1572407515437,1160.0
19.03,1309,20,107214,1111.1572407515437,1160.0
19.03,1310,20,107215,1111.1572407515437,1160.0
19.03,1311,7,107218,1111.1572407515437,1160.0
19.03,1312,8,107255,1112.931844377768,1160.0
19.04,1313,9,107335,1112.931844377768,1160.0
19.04,1314,10,107350,1112.931844377768,1160.0
19.04,1315,13,107355,1112.931844377768,1160.0
19.05,1316,15,107382,1112.931844377768,1160.0
19.06,1317,17,107383,1112.931844377768,1160.0
19.07,1318,8,107412,1112.931844377768,1160.0
19.09,1319,14,107466,1112.931844377768,1160.0
19.12,1320,8,107475,1112.931844377768,1160.0
19.14,1321,6,107498,1112.931844377768,1160.0
19.17,1322,7,107800,1113.0064447365626,1160.0
19.17,1323,7,107813,1113.0064447365626,1160.0
19.18,1324,8,107854,1113.0064447365626,1160.0
19.18,1325,8,107865,1113.0064447365626,1160.0
19.18,1326,9,107906,1113.0064447365626,1160.0
19.18,1327,10,107924,1113.0064447365626,1160.0
19.22,1328,16,108035,1113.0064447365626,1160.0
19.22,1329,16,108043,1113.0064447365626,1160.0
19.24,1330,12,108045,1113.0064447365626,1160.0
19.25,1331,7,108046,1113.0064447365626,1160.0
19.27,1332,8,108198,1114.0485907650645,1160.0
19.28,1333,9,108272,1114.0485907650645,1160.0
19.28,1334,10,108357,1114.0485907650645,1160.0
19.28,1335,14,108366,1114.0485907650645,1160.0
19.29,1336,12,108391,1114.0485907650645,1160.0
19.31,1337,13,108549,1114.0485907650645,1160.0
19.31,1338,13,108572,1114.0485907650645,1160.0
19.31,1339,14,108600,1114.0485907650645,1160.0
19.31,1340,14,108602,1114.0485907650645,1160.0
19.31,1341,8,108615,1114.0485907650645,1160.0
19.33,1342,9,108644,1115.1323758225658,1160.0
19.33,1343,10,108701,1115.1323758225658,1160.0
19.33,1344,10,108762,1115.1323758225658,1160.0
19.39,1345,11,108939,1115.1323758225658,1160.0
19.39,1346,12,108975,1115.1323758225658,1160.0
19.39,1347,13,109033,1115.1323758225658,1160.0
19.39,1348,9,109057,1115.1323758225658,1160.0
19.4,1349,10,109171,1115.1323758225658,1160.0
19.53,1350,11,109380,1115.1323758225658,1160.0
19.53,1351,11,109392,1115.1323758225658,1160.0
19.53,1352,12,109419,1115.1323758225658,1160.0
19.53,1353,12,109434,1115.1323758225658,1160.0
19.53,1354,13,109447,1115.1323758225658,1160.0
19.53,1355,13,109477,1115.1323758225658,1160.0
19.54,1356,14,109527,1115.1323758225658,1160.0
19.54,1357,15,109614,1115.1323758225658,1160.0
19.54,1358,16,109619,1115.1323758225658,1160.0
19.54,1359,17,109626,1115.1323758225658,1160.0
19.54,1360,17,109644,1115.1323758225658,1160.0
19.55,1361,18,109675,1115.1323758225658,1160.0
19.55,1362,19,109691,1115.1323758225658,1160.0
19.55,1363,20,109696,1115.1323758225658,1160.0
19.55,1364,20,109701,1115.1323758225658,1160.0
19.55,1365,19,109702,1115.1323758225658,1160.0
19.55,1366,15,109706,1115.1323758225658,1160.0
19.55,1367,16,109734,1115.1323758225658,1160.0
19.55,1368,17,109740,1115.1323758225658,1160.0
19.55,1369,18,109772,1115.1323758225658,1160.0
19.56,1370,19,109805,1115.1323758225658,1160.0
19.56,1371,20,109871,1115.1323758225658,1160.0
19.56,1372,20,109877,1115.1323758225658,1160.0
19.57,1373,21,109918,1115.1323758225658,1160.0
19.58,1374,21,109919,1115.1323758225658,1160.0
19.58,1375,17,109922,1115.1323758225658,1160.0
19.58,1376,18,109935,1115.1323758225658,1160.0
19.59,1377,19,109938,1115.1323758225658,1160.0
19.59,1378,16,109943,1115.1323758225658,1160.0
19.59,1379,16,109957,1115.1323758225658,1160.0
19.6,1380,17,110014,1115.1323758225658,1160.0
19.6,1381,17,110025,1115.1323758225658,1160.0
19.6,1382,18,110037,1115.1323758225658,1160.0
19.6,1383,19,110079,1115.1323758225658,1160.0
19.6,1384,20,110082,1115.1323758225658,1160.0
19.6,1385,20,110084,1115.1323758225658,1160.0
19.6,1386,18,110085,1115.1323758225658,1160.0
19.6,1387,18,110092,1115.1323758225658,1160.0
19.6,1388,19,110094,1115.1323758225658,1160.0
19.61,1389,9,110095,1115.1323758225658,1160.0
19.61,1390,20,110129,1115.1323758225658,1160.0
19.62,1391,7,110131,1115.1323758225658,1160.0
19.64,1392,8,110274,1115.478881743911,1160.0
19.64,1393,9,110404,1115.478881743911,1160.0
19.64,1394,10,110425,1115.478881743911,1160.0
19.64,1395,16,110428,1115.478881743911,1160.0
19.65,1396,13,110429,1115.478881743911,1160.0
19.67,1397,14,110446,1115.478881743911,1160.0
19.67,1398,15,110504,1115.478881743911,1160.0
19.67,1399,15,110510,1115.478881743911,1160.0
19.67,1400,22,110520,1115.478881743911,1160.0
19.68,1401,7,110522,1115.478881743911,1160.0
19.69,1402,8,110621,1117.602969345751,1160.0
19.69,1403,9,110676,1117.602969345751,1160.0
19.69,1404,9,110692,1117.602969345751,1160.0
19.7,1405,10,110699,1117.602969345751,1160.0
19.7,1406,14,110716,1117.602969345751,1160.0
19.7,1407,15,110739,1117.602969345751,1160.0
19.71,1408,15,110740,1117.602969345751,1160.0
19.71,1409,18,110741,1117.602969345751,1160.0
19.72,1410,10,110741,1117.602969345751,1160.0
19.75,1411,6,110837,1117.602969345751,1160.0
19.76,1412,7,110950,1118.1349334597649,1160.0
19.76,1413,8,110980,1118.1349334597649,1160.0
19.76,1414,9,111006,1118.1349334597649,1160.0
19.77,1415,15,111066,1118.1349334597649,1160.0
19.77,1416,16,111078,1118.1349334597649,1160.0
19.77,1417,16,111087,1118.1349334597649,1160.0
19.77,1418,17,111096,1118.1349334597649,1160.0
19.77,1419,17,111102,1118.1349334597649,1160.0
19.77,1420,18,111111,1118.1349334597649,1160.0
19.78,1421,12,111117,1118.1349334597649,1160.0
19.8,1422,13,111194,1119.534948570241,1160.0
19.8,1423,14,111250,1119.534948570241,1160.0
19.81,1424,14,111273,1119.534948570241,1160.0
19.81,1425,15,111332,1119.534948570241,1160.0
19.81,1426,16,111344,1119.534948570241,1160.0
19.82,1427,16,111350,1119.534948570241,1160.0
19.83,1428,17,111398,1119.534948570241,1160.0
19.83,1429,17,111400,1119.534948570241,1160.0
19.83,1430,18,111413,1119.534948570241,1160.0
19.83,1431,18,111426,1119.534948570241,1160.0
19.83,1432,11,111429,1119.534948570241,1160.0
19.85,1433,12,111655,1119.534948570241,1160.0
19.85,1434,13,111694,1119.534948570241,1160.0
19.85,1435,13,111697,1119.534948570241,1160.0
19.85,1436,14,111724,1119.534948570241,1160.0
19.85,1437,13,111726,1119.534948570241,1160.0
19.86,1438,14,111758,1119.534948570241,1160.0
19.86,1439,14,111783,1119.534948570241,1160.0
19.86,1440,15,111830,1119.534948570241,1160.0
19.87,1441,15,111831,1119.534948570241,1160.0
19.87,1442,10,111832,1119.534948570241,1160.0
19.88,1443,12,111901,1119.534948570241,1160.0
19.89,1444,13,111939,1119.534948570241,1160.0
19.89,1445,13,111950,1119.534948570241,1160.0
19.89,1446,14,111983,1119.534948570241,1160.0
19.9,1447,15,112047,1119.534948570241,1160.0
19.9,1448,10,112065,1119.534948570241,1160.0
19.91,1449,11,112088,1119.534948570241,1160.0
19.93,1450,14,112089,1119.534948570241,1160.0
19.96,1451,15,112257,1119.534948570241,1160.0
19.96,1452,16,112340,1119.534948570241,1160.0
19.96,1453,17,112392,1119.534948570241,1160.0
19.96,1454,18,112396,1119.534948570241,1160.0
19.96,1455,18,112402,1119.534948570241,1160.0
19.96,1456,17,112405,1119.534948570241,1160.0
19.96,1457,16,112406,1119.534948570241,1160.0
19.96,1458,15,112415,1119.534948570241,1160.0
19.97,1459,16,112460,1119.534948570241,1160.0
19.97,1460,16,112462,1119.534948570241,1160.0
19.97,1461,17,112475,1119.534948570241,1160.0
19.97,1462,17,112481,1119.534948570241,1160.0
19.97,1463,18,112491,1119.534948570241,1160.0
19.97,1464,18,112492,1119.534948570241,1160.0
19.97,1465,10,112500,1119.534948570241,1160.0
19.99,1466,10,112623,1119.534948570241,1160.0
20.07,1467,11,112821,1119.534948570241,1160.0
20.07,1468,11,112884,1119.534948570241,1160.0
20.08,1469,12,112940,1119.534948570241,1160.0
20.08,1470,12,112944,1119.534948570241,1160.0
20.08,1471,7,112960,1119.534948570241,1160.0
20.09,1472,8,113015,1120.1548223673622,1160.0
20.09,1473,9,113182,1120.1548223673622,1160.0
20.09,1474,10,113195,1120.1548223673622,1160.0
20.27,1475,14,113491,1120.1548223673622,1160.0
20.28,1476,15,113512,1120.1548223673622,1160.0
20.28,1477,15,113539,1120.1548223673622,1160.0
20.29,1478,16,113567,1120.1548223673622,1160.0
20.29,1479,17,113579,1120.1548223673622,1160.0
20.29,1480,17,113580,1120.1548223673622,1160.0
20.29,1481,18,113595,1120.1548223673622,1160.0
20.29,1482,18,113596,1120.1548223673622,1160.0
20.29,1483,16,113597,1120.1548223673622,1160.0
20.29,1484,6,113601,1120.1548223673622,1160.0
20.3,1485,11,113623,1120.1548223673622,1160.0
20.31,1486,12,113775,1120.1548223673622,1160.0
20.31,1487,13,113837,1120.1548223673622,1160.0
20.31,1488,14,113839,1120.1548223673622,1160.0
20.31,1489,14,113841,1120.1548223673622,1160.0
20.31,1490,13,113860,1120.1548223673622,1160.0
20.31,1491,11,113867,1120.1548223673622,1160.0
20.32,1492,12,113910,1120.567898992174,1160.0
20.33,1493,13,114070,1120.567898992174,1160.0
20.34,1494,14,114145,1120.567898992174,1160.0
20.35,1495,23,114260,1120.567898992174,1160.0
20.36,1496,14,114263,1120.567898992174,1160.0
20.37,1497,8,114284,1120.567898992174,1160.0
20.4,1498,9,114497,1120.567898992174,1160.0
20.4,1499,9,114501,1120.567898992174,1160.0
20.4,1500,10,114546,1120.567898992174,1160.0
20.4,1501,10,114547,1120.567898992174,1160.0
20.4,1502,11,114552,1120.567898992174,1160.0
20.41,1503,10,114555,1120.567898992174,1160.0
20.55,1504,11,114704,1120.567898992174,1160.0
20.56,1505,12,114777,1120.567898992174,1160.0
20.56,1506,13,114808,1120.567898992174,1160.0
20.56,1507,14,114821,1120.567898992174,1160.0
20.56,1508,14,114833,1120.567898992174,1160.0
20.56,1509,13,114842,1120.567898992174,1160.0
20.56,1510,13,114849,1120.567898992174,1160.0
20.57,1511,14,114860,1120.567898992174,1160.0
20.57,1512,14,114864,1120.567898992174,1160.0
20.58,1513,12,114866,1120.567898992174,1160.0
20.58,1514,13,114906,1120.567898992174,1160.0
20.58,1515,13,114911,1120.567898992174,1160.0
20.58,1516,5,114940,1120.567898992174,1160.0
20.59,1517,6,115023,1120.567898992174,1160.0
20.59,1518,7,115079,1120.567898992174,1160.0
20.59,1519,7,115083,1120.567898992174,1160.0
20.6,1520,8,115117,1120.567898992174,1160.0
20.6,1521,8,115120,1120.567898992174,1160.0
20.6,1522,9,115133,1120.567898992174,1160.0
20.6,1523,15,115143,1120.567898992174,1160.0
20.61,1524,16,115174,1120.567898992174,1160.0
20.61,1525,17,115209,1120.567898992174,1160.0
20.61,1526,17,115212,1120.567898992174,1160.0
20.61,1527,10,115222,1120.567898992174,1160.0
20.68,1528,11,115430,1120.567898992174,1160.0
20.68,1529,12,115504,1120.567898992174,1160.0
20.69,1530,13,115582,1120.567898992174,1160.0
20.69,1531,13,115583,1120.567898992174,1160.0
20.69,1532,14,115599,1120.567898992174,1160.0
20.69,1533,15,115607,1120.567898992174,1160.0
20.69,1534,15,115610,1120.567898992174,1160.0
20.69,1535,12,115612,1120.567898992174,1160.0
20.69,1536,14,115614,1120.567898992174,1160.0
20.69,1537,7,115615,1120.567898992174,1160.0
20.7,1538,8,115664,1120.567898992174,1160.0
20.7,1539,8,115666,1120.567898992174,1160.0
20.7,1540,10,115668,1120.567898992174,1160.0
20.7,1541,10,115669,1120.567898992174,1160.0
20.81,1542,11,115937,1120.6363898323134,1160.0
20.81,1543,12,115986,1120.6363898323134,1160.0
20.81,1544,12,115992,1120.6363898323134,1160.0
20.81,1545,13,116001,1120.6363898323134,1160.0
20.82,1546,9,116004,1120.6363898323134,1160.0
20.82,1547,9,116043,1120.6363898323134,1160.0
20.84,1548,10,116076,1120.6363898323134,1160.0
20.84,1549,10,116101,1120.6363898323134,1160.0
20.85,1550,10,116122,1120.6363898323134,1160.0
20.88,1551,7,116264,1120.6363898323134,1160.0
20.89,1552,8,116358,1120.7426340309228,1160.0
20.9,1553,9,116434,1120.7426340309228,1160.0
20.91,1554,9,116497,1120.7426340309228,1160.0
20.91,1555,7,116527,1120.7426340309228,1160.0
20.91,1556,13,116536,1120.7426340309228,1160.0
20.92,1557,14,116559,1120.7426340309228,1160.0
20.92,1558,14,116564,1120.7426340309228,1160.0
20.93,1559,15,116670,1120.7426340309228,1160.0
20.93,1560,15,116744,1120.7426340309228,1160.0
20.94,1561,16,116826,1120.7426340309228,1160.0
20.94,1562,16,116830,1120.7426340309228,1160.0
20.94,1563,17,116847,1120.7426340309228,1160.0
20.94,1564,7,116855,1120.7426340309228,1160.0
20.94,1565,16,116877,1120.7426340309228,1160.0
20.95,1566,11,116884,1120.7426340309228,1160.0
20.97,1567,12,116955,1120.7426340309228,1160.0
20.97,1568,13,117013,1120.7426340309228,1160.0
20.97,1569,14,117031,1120.7426340309228,1160.0
20.97,1570,14,117045,1120.7426340309228,1160.0
20.97,1571,8,117051,1120.7426340309228,1160.0
20.99,1572,9,117131,1121.8388569091837,1160.0
20.99,1573,10,117183,1121.8388569091837,1160.0
21.17,1574,11,117415,1121.8388569091837,1160.0
21.17,1575,12,117426,1121.8388569091837,1160.0
21.18,1576,13,117492,1121.8388569091837,1160.0
21.18,1577,14,117503,1121.8388569091837,1160.0
21.18,1578,14,117538,1121.8388569091837,1160.0
21.18,1579,15,117557,1121.8388569091837,1160.0
21.18,1580,15,117574,1121.8388569091837,1160.0
21.18,1581,16,117585,1121.8388569091837,1160.0
21.18,1582,17,117620,1121.8388569091837,1160.0
21.18,1583,17,117633,1121.8388569091837,1160.0
21.19,1584,18,117659,1121.8388569091837,1160.0
21.19,1585,18,117664,1121.8388569091837,1160.0
21.19,1586,19,117679,1121.8388569091837,1160.0
21.19,1587,20,117698,1121.8388569091837,1160.0
21.19,1588,21,117722,1121.8388569091837,1160.0
21.19,1589,22,117762,1121.8388569091837,1160.0
21.19,1590,21,117766,1121.8388569091837,1160.0
21.19,1591,22,117784,1121.8388569091837,1160.0
21.19,1592,22,117788,1121.8388569091837,1160.0
21.19,1593,23,117792,1121.8388569091837,1160.0
21.2,1594,24,117898,1121.8388569091837,1160.0
21.2,1595,20,117918,1121.8388569091837,1159.0
21.2,1596,21,117941,1121.8388569091837,1159.0
21.2,1597,21,117955,1121.8388569091837,1159.0
21.21,1598,19,117974,1121.8388569091837,1159.0
21.21,1599,20,117989,1121.8388569091837,1159.0
21.22,1600,21,118074,1121.8388569091837,1159.0
21.22,1601,22,118078,1121.8388569091837,1159.0
21.22,1602,22,118080,1121.8388569091837,1159.0
21.22,1603,23,118090,1121.8388569091837,1159.0
21.22,1604,23,118092,1121.8388569091837,1159.0
21.23,1605,21,118094,1121.8388569091837,1159.0
21.23,1606,23,118098,1121.8388569091837,1159.0
21.23,1607,24,118119,1121.8388569091837,1159.0
21.23,1608,24,118123,1121.8388569091837,1159.0
21.23,1609,13,118124,1121.8388569091837,1159.0
21.23,1610,14,118182,1121.8388569091837,1159.0
21.23,1611,14,118188,1121.8388569091837,1159.0
21.23,1612,15,118197,1121.8388569091837,1159.0
21.24,1613,16,118211,1121.8388569091837,1159.0
21.24,1614,17,118231,1121.8388569091837,1159.0
21.24,1615,17,118234,1121.8388569091837,1159.0
21.24,1616,20,118237,1121.8388569091837,1159.0
21.24,1617,22,118240,1121.8388569091837,1159.0
21.24,1618,23,118249,1121.8388569091837,1159.0
21.24,1619,23,118250,1121.8388569091837,1159.0
21.24,1620,12,118251,1121.8388569091837,1159.0
21.25,1621,13,118360,1121.8388569091837,1159.0
21.25,1622,14,118387,1121.8388569091837,1159.0
21.25,1623,15,118397,1121.8388569091837,1159.0
21.25,1624,15,118484,1121.8388569091837,1159.0
21.25,1625,16,118493,1121.8388569091837,1159.0
21.26,1626,17,118542,1121.8388569091837,1159.0
21.26,1627,17,118550,1121.8388569091837,1159.0
21.26,1628,18,118594,1121.8388569091837,1159.0
21.26,1629,19,118619,1121.8388569091837,1159.0
21.27,1630,20,118643,1121.8388569091837,1159.0
21.27,1631,20,118648,1121.8388569091837,1159.0
21.28,1632,21,118704,1121.8388569091837,1159.0
21.28,1633,21,118713,1121.8388569091837,1159.0
21.28,1634,19,118727,1121.8388569091837,1159.0
21.28,1635,18,118741,1121.8388569091837,1159.0
21.29,1636,19,118798,1121.8388569091837,1159.0
21.29,1637,19,118799,1121.8388569091837,1159.0
21.29,1638,20,118806,1121.8388569091837,1159.0
21.29,1639,20,118845,1121.8388569091837,1159.0
21.29,1640,15,118846,1121.8388569091837,1159.0
21.3,1641,16,118914,1121.8388569091837,1159.0
21.31,1642,17,118932,1121.8388569091837,1159.0
21.31,1643,17,118950,1121.8388569091837,1159.0
21.31,1644,18,118975,1121.8388569091837,1159.0
21.31,1645,19,118987,1121.8388569091837,1159.0
21.34,1646,14,120176,1121.8388569091837,1159.0
21.34,1647,15,120193,1121.8388569091837,1159.0
21.34,1648,15,120196,1121.8388569091837,1159.0
21.35,1649,16,120216,1121.8388569091837,1159.0
21.35,1650,16,120219,1121.8388569091837,1159.0
21.35,1651,17,120225,1121.8388569091837,1159.0
21.35,1652,18,120300,1121.8388569091837,1159.0
21.35,1653,18,120304,1121.8388569091837,1159.0
21.35,1654,20,120306,1121.8388569091837,1159.0
21.36,1655,12,120313,1121.8388569091837,1159.0
21.37,1656,13,120333,1121.8388569091837,1159.0
21.37,1657,14,120366,1121.8388569091837,1159.0
21.37,1658,15,120394,1121.8388569091837,1159.0
21.37,1659,15,120413,1121.8388569091837,1159.0
21.37,1660,16,120469,1121.8388569091837,1159.0
21.37,1661,16,120496,1121.8388569091837,1159.0
21.37,1662,17,120505,1121.8388569091837,1159.0
21.37,1663,17,120533,1121.8388569091837,1159.0
21.37,1664,17,120541,1121.8388569091837,1159.0
21.39,1665,18,120576,1121.8388569091837,1159.0
21.39,1666,18,120592,1121.8388569091837,1159.0
21.39,1667,20,120608,1121.8388569091837,1159.0
